Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Dynamic stability,,,,,,,,,,,,,,,,,,,Superficial trunk fascia distributes tension,Tissue,Thoracolumbar fascia superficial layer,fascia of Camper,UBERON:0007809,connective tissue,connective tissue,UBERON:0002384,,does,X synchronization with Y,gait,Fascial tension,,,Tissue,milliseconds,Gait analysis,,,,,,,,,,,,myofascial force transmission,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Spinal stabilization,,,,,,,,,,,,,,,,,,,Deep fascial layers stabilize spine,Organ system,Deep trunk fascia,fascia,UBERON:0008982,Deep trunk fascia,fascia,UBERON:0008982,,does,X stabilization of Y,spine,Deep fascia,,,Organ system,seconds,Postural stability testing,,,,,,,,,,,,spine–fascia stabilization,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Pain modulation,response to pain,GO:0048265,,,,,,,,,,,,,,,,,Reduced fascial sliding stimulates nociceptors,Organ system,Renal fascia; psoas fascia,fascia,UBERON:0008982,Renal fascia; psoas fascia,fascia,UBERON:0008982,Neural nociceptive signaling,increases,X regulation of Y,sensitization,Fascial nociceptor,,systemic,Organ system,days,Pressure pain threshold test,,,,,,,,,,,,fascia–pain sensitization,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Sympathetic regulation,sympathetic ganglion development,GO:0061549,,,,,,,,,,,,,,,,,Relationship with paravertebral ganglia,Organ system,Deep thoracic fascia,fascia,UBERON:0008982,Deep thoracic fascia,fascia,UBERON:0008982,,does,X regulation of Y,cardiorespiratory function,Sympathetic signaling,,Neural,Organ system,seconds,Heart rate variability,R-R interval.standard deviation (Heart rate variability),80404-7,,,,,,,,,,fascia–sympathetic interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Pain perception modulation,sensory perception of pain,GO:0019233,,,,,,,,,,,,,,,,,Chest mobility alters afferent signaling,Organ system,Thoracic fascia; sympathetic chain,fascia,UBERON:0008982,Thoracic fascia; sympathetic chain,fascia,UBERON:0008982,Afferent neural signaling,decreases,X reduction of Y,pain perception,Thoracic mobility,,systemic,Organ system,minutes,Pain scale + breathing test,,,,,,,,,,,,mobility–pain modulation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Venous return support,venous blood vessel morphogenesis,GO:0048845,,,,,,,,,,,,,,,,,Breathing pressure gradients assist circulation,Organ system,Diaphragm,chest connective tissue,UBERON:0003572,Diaphragm,chest connective tissue,UBERON:0003572,Phrenic nerve motor signal,increases,X regulation of Y,venous return,Diaphragm contraction,,systemic,Organ system,seconds,Respiratory assessment,Respiratory assessment panel,80318-9,,,,,,,,,,respiration–circulation coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Lymphatic return,collecting lymphatic vessel constriction,GO:1990192,,,,,,,,,,,,,,,,,Thoracic duct passage assisted by diaphragm motion,Organ system,Diaphragm; thoracic duct,chest connective tissue,UBERON:0003572,Diaphragm; thoracic duct,chest connective tissue,UBERON:0003572,Respiratory neural drive,increases,X regulation of Y,lymphatic return,Diaphragm motion,,systemic,Organ system,seconds,Lymphatic flow evaluation,,,,,,,,,,,,diaphragm–lymphatic coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Postural control,,,,,,,,,,,,,,,,,,,Respiratory activation stabilizes trunk,Organ system,Diaphragm; lumbar spine,chest connective tissue,UBERON:0003572,Diaphragm; lumbar spine,chest connective tissue,UBERON:0003572,,does,X stabilization of Y,trunk,Diaphragm activation,,Neural,Organ system,seconds,Core stability assessment,,,,,,,,,,,,respiration–posture integration,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Visceral regulation,visceral peritoneum development,GO:1904818,,,,,,,,,,,,,,,,,Pressure oscillation affects organs,Tissue,Diaphragm; abdominal viscera,chest connective tissue,UBERON:0003572,Diaphragm; abdominal viscera,chest connective tissue,UBERON:0003572,,does,X regulation of Y,visceral mobility,Diaphragm motion,,Neural,Organ,seconds,Visceral ultrasound motion,,,,,,,,,,,,viscera–diaphragm interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Parasympathetic activation,parasympathetic nervous system development,GO:0048486,,,,,,,,,,,,,,,,,Slow breathing activates hypothalamus,Organ system,Insular cortex; hypothalamus,hypothalamus,UBERON:0001898,connective tissue,connective tissue,UBERON:0002384,Slow breathing neural signaling,increases,X activation of Y,parasympathetic tone,Slow breathing ,,systemic,Organ system,minutes,Heart rate variability,R-R interval.standard deviation (Heart rate variability),80404-7,,,,,,,,,,breathing–autonomic modulation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Pain regulation,response to pain,GO:0048265,,,,,,,,,,,,,,,,,Breathing influences cortical regulation,Organ system,Central nervous system,parenchyma of central nervous system,UBERON:0005158,connective tissue,connective tissue,UBERON:0002384,Respiratory afferent signaling,decreases,X regulation of Y,pain perception,Breathing,,systemic,Organ system,minutes,Pain assessment scale,,,,,,,,,,,,breathing–pain regulation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Digestive regulation,,,,,,,,,,,,,,,,,,,Vagal continuity with digestive tract,Organ system,Vagus nerve; esophagus,vagus nerve,UBERON:0001759,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,digestion,Vagus signaling,,Neural,Organ system,minutes,GI motility testing,,,,,,,,,,,,vagus–digestive coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Diaphragm development,diaphragm development,GO:0060539,Spinal reflex modulation,reflex,GO:0060004,,,,,,,,,,,,,,,,,Diaphragm stimulation alters spinal responses,Organ system,Central tendon; spinal cord,spinal cord,UBERON:0002240,connective tissue,connective tissue,UBERON:0002384,Neural afferent signaling,increases,X regulation of Y,spinal response,Diaphragm stimulation,,systemic,Organ system,seconds,Reflex testing,,,,,,,,,,,,diaphragm–spinal interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Energy efficiency,,,,,,,,,,,,,,,,,,,,,,Fascia maintains allostatic movement state,Organ system,Systemic fascia network,fascia,UBERON:0008982,Systemic fascia network,fascia,UBERON:0008982,,does,X maintenance of Y,energy efficiency,Fascial adaptation,,,Organ system,years,Functional movement assessment,,,,,,,,,,,,fascia–allostasis regulation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Respiratory health maintenance,respiratory chemosensitivity,GO:0160061,,,,,,,,,,,,,,,,,,,,Rib cage mobility linked to fascia composition,Organ system,Thoracic fascia; rib cage,thoracic wall,UBERON:0016403,connective tissue,connective tissue,UBERON:0002384,,does,X maintenance of Y,respiratory efficiency,Rib cage mobility,,,Organ system,years,Pulmonary function test,Pulmonary Function Tests,52485-0,,,,,,,,,,thoracic mobility–respiration,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Visceral fascia development,visceral peritoneum development,GO:1904818,Fascial lineage formation,,,,,,,,,,,,,,,,,,,Mesenchymal cells in loose ECM generate fascia-associated lineages,Tissue,Embryonic mesenchyme; loose ECM,entire embryonic mesenchyme,UBERON:0009142,Embryonic mesenchyme; loose ECM,entire embryonic mesenchyme,UBERON:0009142,,does,X differentiation to Y,fascia,Mesenchymal ,,,Tissue,weeks,Surgical plane identification (intra-op),,,,,,,,,,,,mesenchyme–fascia derivation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Coelom formation,,,Body cavity lining,parietal peritoneum development,GO:1904819,,,,,,,,,,,,,,,,,Somatopleure–splanchnopleure cleavage forms coelom and mesothelium,Tissue,Somatopleure; splanchnopleure; coelom,somatopleure,UBERON:0004874,connective tissue,connective tissue,UBERON:0002384,,does,X formation of Y,coelom,Mesothelium ,,,Tissue,weeks,Ultrasound/CT for pleural or peritoneal effusion,,,,,,,,,,,,serous cavity lining,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Midline mesodermal column,ventral midline development,GO:0007418,Organ–wall attachment,muscle attachment,GO:0016203,,,,,,,,,,,,,,,,,Visceral mesoderm maintains gut attachment forming mesenteries/mesocolons,Organ,Midline visceral mesoderm; gut tube; mesentery,mesentery,UBERON:0002095,connective tissue,connective tissue,UBERON:0002384,,does,X attachment of Y,gut,Mesentery formation,,,Organ,weeks,CT/MRI abdomen (mesentery evaluation),,,,,,,,,,,,mesenteric continuity,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Spinal nerve formation,,,Visceral afferent delivery,,,,,,,,,,,,,,,,,,,Spinal nerves grow outward; afferents provide visceral information to spinal cord,Organ system,Spinal nerves; dorsal rootlets,spinal nerve,UBERON:0001780,connective tissue,connective tissue,UBERON:0002384,,does,X transmission to Y,spinal cord,Visceral afferent,,Neural,Organ system,seconds,Neurologic exam,CMS - neurologic exam panel,71404-8, QST (visceral referral patterns),,,,,,,,,viscero-spinal pathway,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Viscerotome concept,,,Segmental viscera mapping,"specification of segmental identity, trunk",GO:0035292,,,,,,,,,,,,,,,,,DRG-associated fibers define viscerotome,Organ system,Dorsal root ganglion; viscera,thoracic dorsal root ganglion,UBERON:0002835,connective tissue,connective tissue,UBERON:0002384,,does,X formation,segmental innervation mapping,,,Neural,Organ system,seconds,Dermatome/viscerotome correlation in pain mapping,,,,,,,,,,,,segmental visceral referral,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Visceral fascia organization,,,Midline packing support,ventral midline development,GO:0007418,,,,,,,,,,,,,,,,,Visceral fascia forms continuous midline column cranial base→mediastinum→pelvis,Organ,Visceral fascia column; mediastinum,visceral fascia,UBERON:0011237,Visceral fascia column; mediastinum,visceral fascia,UBERON:0011237,,does,X support of Y,midline structures,Visceral fascia packing,,,Organ,years,CT/MRI fascial plane mapping (surgical planning),,,,,,,,,,,,midline packing matrix,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Visceral fascia,anatomical structure arrangement,GO:0048532,Visceral fascia composition,,,Sliding accommodation,,,,,,,,,,,,,,,,,,,Loose irregular CT with adipocytes supports organ movement planes,Organ,Visceral fascia,visceral fascia,UBERON:0011237,Visceral fascia,visceral fascia,UBERON:0011237,,does,X support of Y,Loose connective compliance,organ movement planes,,,Organ,seconds,Dynamic ultrasound (organ excursion),,,,,,,,,,,,visceral sliding plane,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.8,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Dural growth dynamics,,,Embryonic force shaping,,,,,,,,,,,,,,,,,,,Neural biodynamic fields drive dorsal tensile stress and ventral compression,Organ,Developing spine; cranial base,head mesenchyme,UBERON:0005253,connective tissue,connective tissue,UBERON:0002384,,does,X induction of Y,Neural biodynamic fields,dorsal tensile stress and ventral compression,,,Organ,weeks,CT skull base (clinical anomalies),,,,,,,,,,,,growth-stress morphogenesis,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Falx/tentorium development,,,Intracranial partitioning,,,,,,,,,,,,,,,,,,,Mesenchyme compression forms falx and tentorium,Tissue,Falx cerebri; tentorium cerebelli,tentorium cerebelli,UBERON:0006691,connective tissue,connective tissue,UBERON:0002384,,does,X formation of Y,dural septa,Mesenchyme compression,,,Tissue,weeks,Brain MRI (dural folds),,,,,,,,,,,,dural septa formation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Pia mater,,,CSF support,cerebrospinal fluid secretion,GO:0033326,,,,,,,,,,,,,,,,,Choroid plexus contribution to CSF production,Organ system,Pia mater; choroid plexus,Pia mater,UBERON:0002361,connective tissue,connective tissue,UBERON:0002384,,does,X secretion of Y,CSF,Choroid plexus,,,Organ system,minutes,CSF studies,,, brain MRI ventricles,,,,,,,,,CSF production system,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Arachnoidea,,,CSF space maintenance,,,,,,,,,,,,,,,,,,,Trabecular framework maintains subarachnoid space,Organ system,Arachnoidea; trabeculae,arachnoid mater,UBERON:0002362,connective tissue,connective tissue,UBERON:0002384,,does,X maintenance of Y,CSF space,Trabecular framework,,,Organ system,minutes,MRI subarachnoid space,,, LP opening pressure,,,,,,,,,subarachnoid compartment,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Arachnoid villi,,,CSF reabsorption,,,,,,,,,,,,,,,,,,,Arachnoid villi enable CSF outflow to venous system,Organ system,Arachnoid villi; venous sinuses,arachnoid villus,UBERON:0013153,connective tissue,connective tissue,UBERON:0002384,,does,X transport out of Y,venous system,Arachnoid villi,,,Organ system,minutes,Lumbar puncture opening pressure,,, MR venography,,,,,,,,,CSF–venous exchange,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Dura mater barrier,,,CSF containment,,,,,,,,,,,,,,,,,,,Dura provides tight non-permeable containment,Tissue,Dura mater,dura mater,UBERON:0002363,connective tissue,connective tissue,UBERON:0002384,,does,X support of Y,Dura barrier,CSF,,,Tissue,seconds,ICP monitoring (selected),,, MRI meningeal enhancement,,,,,,,,,dura–CSF barrier,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Dural fiber system,,,Force transmission,,,,,,,,,,,,,,,,,,,Stress-fiber trajectories transmit forces across dura,Tissue,Cranial dura stress fibers,brain dura mater,UBERON:0002092,connective tissue,connective tissue,UBERON:0002384,,does,X transmission through Y,mechanical force,Dural fiber,,,Tissue,milliseconds,MRI (dural thickening),,,,,,,,,,,,dural force pathways,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Dural septa mechanics,,,Cranial tensioning,,,,,,,,,,,,,,,,,,,Horizontal (tentorium) and vertical (falx) systems tension skull base/vault,Organ,Tentorium; falx,dura mater,UBERON:0002363,connective tissue,connective tissue,UBERON:0002384,,does,regulation of X,cranial base tension,,,,Organ,seconds,Cranial nerve exam (if symptoms),,, headache evaluation,,,,,,,,,reciprocal tensile membrane,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Spinal dura mechanics,,,Dura–canal glide,,,,,,,,,,,,,,,,,,,Epidural space enables sliding; longitudinal stiffness dominates,Organ,Spinal dura; epidural space,epidural space,UBERON:0003691,connective tissue,connective tissue,UBERON:0002384,,does,X formation in Y,Dural sliding,vertebral canal,,,Organ,milliseconds,Spine MRI,,,,,,,,,,,,dura–canal gliding,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Denticulate ligament,,,Cord suspension,,,,,,,,,,,,,,,,,,,Denticulate ligament suspends cord in CSF,Organ system,Denticulate ligament; spinal cord,spinal cord,UBERON:0002240,connective tissue,connective tissue,UBERON:0002384,,does,X stabilization of Y,Denticulate suspension,spinal cord,,,Organ system,seconds,Spinal MRI cord position,,,,,,,,,,,,cord suspension apparatus,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Myodural bridge,,,Dural traction,,,,,,,,,,,,,,,,,,,Suboccipital muscles pull SDM via MDB during head movement,Organ system,MDB; suboccipital muscles; SDM,skeletal muscle tissue,UBERON:0001134,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,Suboccipital contraction,spinal dura,,Neural,Organ system,seconds,Cervical ROM,,, cervicogenic headache exam,,,,,,,,,muscle–dura traction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Myodural bridge,,,CSF circulation assistance,,,,,,,,,,,,,,,,,,,MDB traction proposed to support CSF circulation,Organ system,MDB; CSF spaces,skeletal muscle tissue,UBERON:0001134,connective tissue,connective tissue,UBERON:0002384,Neural motor drive,increases,X regulation of Y,Suboccipital contraction,CSF circulation,,systemic,Organ system,seconds,Cine MRI CSF flow (selected),,,,,,,,,,,,MDB–CSF dynamics,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Meningeal vascularization,,,Arterial supply,artery morphogenesis,GO:0048844,,,,,,,,,,,,,,,,,Meningeal arteries vascularize dura,Organ,Meningeal arteries; dura,anterior meningeal artery,UBERON:0010251,connective tissue,connective tissue,UBERON:0002384,,does,X transport to Y,blood,dura,,,Organ,minutes,MR angiography (selected),,,,,,,,,,,,dural arterial supply,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Vasomotor effects,excitation of vasomotor center by baroreceptor signaling,GO:0002010,Neurogenic vasodilation,vasodilation,GO:0042311,,,,,,,,,,,,,,,,,CGRP receptor complex mediates vasomotor/immunomodulation,Tissue,Cranial dura vessels,periosteal dura mater,UBERON:0010505,connective tissue,connective tissue,UBERON:0002384,CGRP,increases,X regulation of Y,CGRP signaling,meningeal arteries,,Intra-organ (Tissue),Organ,minutes,Headache phenotype assessment,,, MRA (selected),,,,,,,,,CGRP–meningeal vessel coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Intracranial innervation,innervation,GO:0060384,Dural pain signaling,response to pain,GO:0048265,,,,,,,,,,,,,,,,,Trigeminal/cervical/vagal afferents supply dura,Organ system,CN V; C1–C3; vagus; dura,cranial nerve,UBERON:0001785,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,Trigeminal afferent,trigeminal nucleus,,Neural,Organ system,seconds,Cranial nerve exam,,, headache workup,,,,,,,,,dural afferent convergence,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
